user_id,lightfm_id
1044,417
1045,418
1047,419
1048,420
1052,421
1053,422
1057,423
1062,424
1063,425
1064,426
1065,427
1066,428
1067,429
1072,430
1073,431
1074,432
1075,433
1076,434
1078,435
1079,436
1084,437
1085,438
1086,439
1092,440
1094,441
1097,442
1099,443
1100,444
1101,445
1104,446
1105,447
1108,448
1109,449
1111,450
1112,451
1115,452
1116,453
1119,454
1120,455
1121,456
1122,457
1124,458
1126,459
1127,460
1128,461
1130,462
1135,463
1138,464
1142,465
1145,466
1146,467
1148,468
1149,469
1154,470
1155,471
1160,472
1162,473
1163,474
1166,475
1170,476
1171,477
1174,478
1180,479
1181,480
1187,481
1188,482
1189,483
1191,484
1192,485
1193,486
1194,487
1196,488
1197,489
1203,490
1204,491
1213,492
1214,493
1216,494
1217,495
1219,496
1220,497
1221,498
1222,499
1223,500
1228,501
1233,502
1235,503
1237,504
1240,505
1242,506
1243,507
1244,508
1247,509
1248,510
1250,511
1251,512
1253,513
1256,514
1258,515
1259,516
1260,517
1261,518
1262,519
1264,520
1268,521
1269,522
1270,523
1279,524
1282,525
1284,526
1286,527
1288,528
1298,529
1300,530
1301,531
1306,532
1308,533
1311,534
1312,535
1313,536
1315,537
1316,538
1318,539
1320,540
1324,541
1325,542
1331,543
1333,544
1339,545
1340,546
1341,547
1342,548
1347,549
1353,550
1355,551
1359,552
1361,553
1363,554
1364,555
1367,556
1368,557
1369,558
1370,559
1372,560
1375,561
1376,562
1380,563
1382,564
1385,565
1389,566
1392,567
1396,568
1397,569
1402,570
1403,571
1404,572
1405,573
1406,574
1407,575
1412,576
1413,577
1415,578
1416,579
1420,580
1421,581
1422,582
1425,583
1427,584
1428,585
1432,586
1435,587
1436,588
1438,589
1439,590
1440,591
1441,592
1442,593
1443,594
1444,595
1447,596
1448,597
1450,598
1452,599
1453,600
1454,601
1457,602
1458,603
1464,604
1465,605
1466,606
1467,607
1468,608
1469,609
1470,610
1471,611
1473,612
1477,613
1481,614
1484,615
1490,616
1493,617
1495,618
1502,619
1504,620
1505,621
1506,622
1507,623
1509,624
1510,625
1511,626
1514,627
1517,628
1518,629
1519,630
1521,631
1522,632
1524,633
1529,634
1530,635
1533,636
1534,637
1536,638
1537,639
1549,640
1550,641
1551,642
1552,643
1553,644
1554,645
1555,646
1556,647
1560,648
1561,649
1562,650
1563,651
1564,652
1566,653
1570,654
1571,655
1572,656
1574,657
1575,658
1579,659
1581,660
1585,661
1587,662
1591,663
1592,664
1593,665
1594,666
1599,667
1602,668
1603,669
1604,670
1608,671
1609,672
1611,673
1613,674
1614,675
1616,676
1618,677
1619,678
1623,679
1625,680
1626,681
1627,682
1628,683
1633,684
1635,685
1636,686
1638,687
1649,688
1660,689
1661,690
1662,691
1663,692
1668,693
1669,694
1671,695
1672,696
1674,697
1679,698
1682,699
1684,700
1685,701
1686,702
1688,703
1692,704
1698,705
1699,706
1703,707
1705,708
1706,709
1707,710
1709,711
1711,712
1713,713
1715,714
1717,715
1719,716
1721,717
1722,718
1723,719
1726,720
1728,721
1734,722
1735,723
1736,724
1738,725
1740,726
1741,727
1742,728
1745,729
1749,730
1750,731
1754,732
1756,733
1757,734
1758,735
1761,736
1764,737
1765,738
1772,739
1775,740
1781,741
1788,742
1789,743
1791,744
1793,745
1795,746
1797,747
1798,748
1799,749
1801,750
1804,751
1806,752
1809,753
1811,754
1812,755
1813,756
1814,757
1815,758
1816,759
1819,760
1820,761
1825,762
1826,763
1829,764
1830,765
1831,766
1832,767
1835,768
1836,769
1837,770
1839,771
1840,772
1841,773
1847,774
1856,775
1857,776
1858,777
1860,778
1861,779
1863,780
1864,781
1865,782
1868,783
1869,784
1871,785
1873,786
1874,787
1875,788
1877,789
1881,790
1887,791
1889,792
1891,793
1892,794
1893,795
1896,796
1898,797
1901,798
1905,799
1906,800
1910,801
1912,802
1913,803
1914,804
1918,805
1920,806
1921,807
1923,808
1928,809
1930,810
1933,811
1934,812
1935,813
1937,814
1938,815
1940,816
1941,817
1944,818
1945,819
1948,820
1952,821
1955,822
1958,823
1968,824
1978,825
1980,826
1981,827
1982,828
1986,829
1987,830
1988,831
1990,832
1991,833
1992,834
1993,835
1995,836
1999,837
2001,838
2002,839
2005,840
2007,841
2012,842
2014,843
2019,844
2020,845
2022,846
2023,847
2032,848
2037,849
2039,850
2044,851
2046,852
2048,853
2049,854
2052,855
2054,856
2055,857
2056,858
2057,859
2058,860
2059,861
2061,862
2063,863
2068,864
2070,865
2071,866
2073,867
2075,868
2078,869
2081,870
2083,871
2086,872
2087,873
2088,874
2089,875
2090,876
2091,877
2092,878
2096,879
2101,880
2113,881
2116,882
2117,883
2121,884
2122,885
2123,886
2124,887
2126,888
2127,889
2128,890
2129,891
2130,892
2132,893
2133,894
2140,895
2142,896
2143,897
2150,898
2151,899
2152,900
2153,901
2154,902
2156,903
2157,904
2160,905
2163,906
2169,907
2170,908
2171,909
2173,910
2175,911
2176,912
2178,913
2185,914
2186,915
2187,916
2189,917
2191,918
2192,919
2193,920
2196,921
2203,922
2205,923
2210,924
2213,925
2217,926
2218,927
2219,928
2220,929
2228,930
2235,931
2236,932
2241,933
2243,934
2245,935
2247,936
2248,937
2249,938
2250,939
2256,940
2260,941
2261,942
2265,943
2272,944
2283,945
2284,946
2285,947
2286,948
2287,949
2288,950
2289,951
2290,952
2292,953
2294,954
2296,955
2298,956
2300,957
2302,958
2304,959
2318,960
2319,961
2321,962
2322,963
2323,964
2325,965
2329,966
2330,967
2331,968
2332,969
2340,970
2346,971
2347,972
2348,973
2349,974
2350,975
2355,976
2360,977
2362,978
2363,979
2364,980
2369,981
2370,982
2372,983
2373,984
2376,985
2377,986
2378,987
2382,988
2384,989
2392,990
2402,991
2403,992
2404,993
2405,994
2409,995
2410,996
2411,997
2414,998
2415,999
2419,1000
2424,1001
2426,1002
2429,1003
2430,1004
2431,1005
2432,1006
2435,1007
2442,1008
2448,1009
2452,1010
2455,1011
2458,1012
2459,1013
2471,1014
2474,1015
2476,1016
2477,1017
2479,1018
2484,1019
2487,1020
2488,1021
2489,1022
2491,1023
2492,1024
2493,1025
2496,1026
2499,1027
2500,1028
2502,1029
2503,1030
2504,1031
2511,1032
2513,1033
2519,1034
2521,1035
2522,1036
2523,1037
2524,1038
2526,1039
2527,1040
2529,1041
2530,1042
2531,1043
2536,1044
2537,1045
2538,1046
2539,1047
2540,1048
2542,1049
2543,1050
2544,1051
2545,1052
2550,1053
2552,1054
2555,1055
2556,1056
2558,1057
2563,1058
2569,1059
2573,1060
2581,1061
2583,1062
2585,1063
2589,1064
2590,1065
2592,1066
2595,1067
2596,1068
2599,1069
2600,1070
2603,1071
2605,1072
2609,1073
2610,1074
2611,1075
2612,1076
2616,1077
2622,1078
2623,1079
2625,1080
2627,1081
2630,1082
2631,1083
2636,1084
2637,1085
2643,1086
2646,1087
2648,1088
2649,1089
2657,1090
2665,1091
2669,1092
2671,1093
2675,1094
2677,1095
2680,1096
2681,1097
2687,1098
2688,1099
2691,1100
2695,1101
2699,1102
2702,1103
2706,1104
2707,1105
2708,1106
2709,1107
2710,1108
2711,1109
2713,1110
2714,1111
2715,1112
2716,1113
2718,1114
2719,1115
2724,1116
2725,1117
2728,1118
2730,1119
2731,1120
2734,1121
2735,1122
2737,1123
2743,1124
2744,1125
2747,1126
2750,1127
2758,1128
2764,1129
2767,1130
2768,1131
2769,1132
2770,1133
2771,1134
2773,1135
2776,1136
2777,1137
2778,1138
2791,1139
2794,1140
2797,1141
2804,1142
2808,1143
2810,1144
2811,1145
2812,1146
2813,1147
2815,1148
2816,1149
2818,1150
2819,1151
2820,1152
2823,1153
2824,1154
2825,1155
2829,1156
2830,1157
2837,1158
2842,1159
2843,1160
2847,1161
2848,1162
2850,1163
2859,1164
2860,1165
2862,1166
2863,1167
2868,1168
2871,1169
2873,1170
2877,1171
2879,1172
2881,1173
2882,1174
2883,1175
2885,1176
2890,1177
2892,1178
2899,1179
2900,1180
2904,1181
2905,1182
2909,1183
2912,1184
2915,1185
2920,1186
2921,1187
2922,1188
2923,1189
2925,1190
2926,1191
2927,1192
2928,1193
2930,1194
2934,1195
2937,1196
2938,1197
2939,1198
2941,1199
2942,1200
2943,1201
2944,1202
2945,1203
2948,1204
2950,1205
2951,1206
2952,1207
2954,1208
2958,1209
2959,1210
2960,1211
2961,1212
2962,1213
2968,1214
2970,1215
2973,1216
2977,1217
2978,1218
2980,1219
2981,1220
2983,1221
2985,1222
2987,1223
2988,1224
2990,1225
2992,1226
2997,1227
2999,1228
3003,1229
3005,1230
3006,1231
3011,1232
3012,1233
3013,1234
3015,1235
3016,1236
3017,1237
3018,1238
3027,1239
3029,1240
3032,1241
3034,1242
3037,1243
3039,1244
3040,1245
3041,1246
3044,1247
3047,1248
3051,1249
3052,1250
3055,1251
3057,1252
3061,1253
3062,1254
3063,1255
3067,1256
3073,1257
3074,1258
3077,1259
3078,1260
3082,1261
3083,1262
3084,1263
3087,1264
3088,1265
3094,1266
3096,1267
3098,1268
3100,1269
3102,1270
3104,1271
3107,1272
3113,1273
3116,1274
3126,1275
3138,1276
3139,1277
3141,1278
3143,1279
3144,1280
3147,1281
3148,1282
3156,1283
3165,1284
3167,1285
3169,1286
3170,1287
3173,1288
3176,1289
3178,1290
3179,1291
3181,1292
3184,1293
3185,1294
3186,1295
3188,1296
3193,1297
3197,1298
3199,1299
3205,1300
3207,1301
3209,1302
3210,1303
3211,1304
3212,1305
3213,1306
3221,1307
3222,1308
3223,1309
3226,1310
3227,1311
3230,1312
3232,1313
3234,1314
3235,1315
3238,1316
3240,1317
3266,1318
3294,1319
3296,1320
3297,1321
3300,1322
3302,1323
3305,1324
3307,1325
3308,1326
3309,1327
3312,1328
3315,1329
3316,1330
3330,1331
3333,1332
3335,1333
3338,1334
3340,1335
3342,1336
3343,1337
3346,1338
3348,1339
3350,1340
3352,1341
3353,1342
3358,1343
3360,1344
3361,1345
3364,1346
3368,1347
3371,1348
3372,1349
3374,1350
3375,1351
3383,1352
3384,1353
3386,1354
3391,1355
3394,1356
3399,1357
3409,1358
3410,1359
3411,1360
3414,1361
3418,1362
3419,1363
3420,1364
3425,1365
3426,1366
3428,1367
3434,1368
3435,1369
3440,1370
3443,1371
3444,1372
3448,1373
3449,1374
3455,1375
3471,1376
3476,1377
3477,1378
3480,1379
3485,1380
3488,1381
3489,1382
3497,1383
3498,1384
3499,1385
3500,1386
3501,1387
3503,1388
3504,1389
3506,1390
3513,1391
3514,1392
3519,1393
3524,1394
3526,1395
3530,1396
3531,1397
3540,1398
3545,1399
3546,1400
3547,1401
3548,1402
3553,1403
3554,1404
3564,1405
3565,1406
3567,1407
3568,1408
3570,1409
3571,1410
3574,1411
3576,1412
3577,1413
3582,1414
3585,1415
3587,1416
3600,1417
3606,1418
3609,1419
3615,1420
3619,1421
3621,1422
3627,1423
3628,1424
3630,1425
3631,1426
3632,1427
3633,1428
3636,1429
3638,1430
3639,1431
3644,1432
3645,1433
3648,1434
3649,1435
3650,1436
3654,1437
3656,1438
3664,1439
3666,1440
3668,1441
3670,1442
3671,1443
3673,1444
3674,1445
3679,1446
3681,1447
3682,1448
3684,1449
3689,1450
3693,1451
3694,1452
3696,1453
3703,1454
3706,1455
3707,1456
3710,1457
3716,1458
3724,1459
3728,1460
3731,1461
3736,1462
3737,1463
3743,1464
3745,1465
3746,1466
3747,1467
3752,1468
3755,1469
3761,1470
3766,1471
3767,1472
3768,1473
3770,1474
3771,1475
3773,1476
3774,1477
3776,1478
3779,1479
3784,1480
3791,1481
3794,1482
3797,1483
3798,1484
3802,1485
3806,1486
3807,1487
3808,1488
3810,1489
3811,1490
3813,1491
3814,1492
3817,1493
3825,1494
3826,1495
3828,1496
3833,1497
3834,1498
3840,1499
3844,1500
3848,1501
3849,1502
3850,1503
3852,1504
3853,1505
3854,1506
3859,1507
3862,1508
3863,1509
3865,1510
3868,1511
3872,1512
3876,1513
3877,1514
3882,1515
3886,1516
3889,1517
3890,1518
3891,1519
3899,1520
3901,1521
3903,1522
3904,1523
3910,1524
3913,1525
3914,1526
3915,1527
3922,1528
3923,1529
3924,1530
3925,1531
3926,1532
3927,1533
3929,1534
3930,1535
3931,1536
3933,1537
3934,1538
3938,1539
3940,1540
3942,1541
3943,1542
3945,1543
3946,1544
3947,1545
3949,1546
3951,1547
3952,1548
3954,1549
3955,1550
3958,1551
3959,1552
3962,1553
3967,1554
3968,1555
3969,1556
3970,1557
3983,1558
3984,1559
3986,1560
3990,1561
3993,1562
3995,1563
3997,1564
4000,1565
4006,1566
4007,1567
4011,1568
4015,1569
4016,1570
4019,1571
4024,1572
4025,1573
4026,1574
4028,1575
4029,1576
4030,1577
4031,1578
4033,1579
4039,1580
4041,1581
4043,1582
4049,1583
4050,1584
4052,1585
4055,1586
4056,1587
4059,1588
4060,1589
4064,1590
4065,1591
4068,1592
4069,1593
4072,1594
4074,1595
4075,1596
4076,1597
4077,1598
4079,1599
4080,1600
4081,1601
4085,1602
4087,1603
4089,1604
4091,1605
4095,1606
4098,1607
4101,1608
4103,1609
4104,1610
4106,1611
4108,1612
4109,1613
4110,1614
4112,1615
4115,1616
4128,1617
4129,1618
4133,1619
4138,1620
4139,1621
4140,1622
4143,1623
4145,1624
4146,1625
4147,1626
4156,1627
4158,1628
4161,1629
4163,1630
4167,1631
4168,1632
4169,1633
4170,1634
4171,1635
4175,1636
4179,1637
4180,1638
4186,1639
4188,1640
4189,1641
4190,1642
4196,1643
4197,1644
4202,1645
4203,1646
4205,1647
4209,1648
4214,1649
4217,1650
4218,1651
4220,1652
4221,1653
4226,1654
4234,1655
4235,1656
4236,1657
4242,1658
4245,1659
4247,1660
4248,1661
4249,1662
4250,1663
4256,1664
4258,1665
4259,1666
4260,1667
4265,1668
4268,1669
4270,1670
4271,1671
4274,1672
4278,1673
4282,1674
4283,1675
4284,1676
4287,1677
4290,1678
4293,1679
4294,1680
4295,1681
4301,1682
4302,1683
4303,1684
4304,1685
4307,1686
4310,1687
4311,1688
4317,1689
4318,1690
4323,1691
4329,1692
4331,1693
4332,1694
4335,1695
4336,1696
4338,1697
4340,1698
4346,1699
4349,1700
4350,1701
4353,1702
4355,1703
4358,1704
4359,1705
4360,1706
4366,1707
4372,1708
4376,1709
4377,1710
4379,1711
4380,1712
4385,1713
4396,1714
4411,1715
4414,1716
4415,1717
4421,1718
4430,1719
4431,1720
4436,1721
4438,1722
4443,1723
4444,1724
4445,1725
4446,1726
4450,1727
4452,1728
4453,1729
4457,1730
4459,1731
4461,1732
4466,1733
4468,1734
4471,1735
4474,1736
4485,1737
4492,1738
4494,1739
4496,1740
4500,1741
4501,1742
4511,1743
4512,1744
4514,1745
4517,1746
4518,1747
4519,1748
4520,1749
4521,1750
4523,1751
4535,1752
4537,1753
4540,1754
4543,1755
4546,1756
4555,1757
4557,1758
4558,1759
4559,1760
4566,1761
4569,1762
4571,1763
4572,1764
4573,1765
4574,1766
4576,1767
4590,1768
4591,1769
4594,1770
4595,1771
4596,1772
4597,1773
4600,1774
4601,1775
4602,1776
4606,1777
4608,1778
4609,1779
4611,1780
4615,1781
4618,1782
4620,1783
4622,1784
4627,1785
4629,1786
4631,1787
4638,1788
4639,1789
4644,1790
4646,1791
4647,1792
4650,1793
4651,1794
4652,1795
4655,1796
4656,1797
4657,1798
4658,1799
4661,1800
4665,1801
4670,1802
4672,1803
4676,1804
4677,1805
4678,1806
4682,1807
4683,1808
4686,1809
4687,1810
4688,1811
4689,1812
4692,1813
4693,1814
4695,1815
4696,1816
4697,1817
4698,1818
4699,1819
4716,1820
4718,1821
4721,1822
4723,1823
4725,1824
4729,1825
4734,1826
4736,1827
4737,1828
4738,1829
4742,1830
4743,1831
4744,1832
4745,1833
4746,1834
4750,1835
4751,1836
4753,1837
4754,1838
4755,1839
4757,1840
4759,1841
4760,1842
4763,1843
4765,1844
4766,1845
4769,1846
4771,1847
4777,1848
4783,1849
4784,1850
4788,1851
4789,1852
4791,1853
4795,1854
4801,1855
4806,1856
4809,1857
4816,1858
4820,1859
4823,1860
4824,1861
4834,1862
4841,1863
4844,1864
4846,1865
4848,1866
4850,1867
4853,1868
4855,1869
4858,1870
4859,1871
4862,1872
4863,1873
4868,1874
4872,1875
4874,1876
4880,1877
4882,1878
4883,1879
4891,1880
4892,1881
4894,1882
4896,1883
4900,1884
4901,1885
4905,1886
4911,1887
4915,1888
4918,1889
4919,1890
4921,1891
4922,1892
4923,1893
4924,1894
4925,1895
4926,1896
4929,1897
4940,1898
4944,1899
4951,1900
4952,1901
4954,1902
4955,1903
4968,1904
4969,1905
4971,1906
4973,1907
4974,1908
4976,1909
4981,1910
4985,1911
4987,1912
4988,1913
4992,1914
4993,1915
4994,1916
4995,1917
4997,1918
5003,1919
5004,1920
5005,1921
5019,1922
5024,1923
5033,1924
5035,1925
5039,1926
5044,1927
5047,1928
5048,1929
5049,1930
5051,1931
5055,1932
5056,1933
5063,1934
5065,1935
5066,1936
5067,1937
5068,1938
5074,1939
5078,1940
5079,1941
5087,1942
5093,1943
5098,1944
5104,1945
5106,1946
5108,1947
5109,1948
5113,1949
5120,1950
5125,1951
5127,1952
5128,1953
5129,1954
5131,1955
5136,1956
5137,1957
5139,1958
5140,1959
5144,1960
5145,1961
5148,1962
5151,1963
5153,1964
5159,1965
5160,1966
5161,1967
5165,1968
5169,1969
5175,1970
5178,1971
5191,1972
5193,1973
5194,1974
5195,1975
5197,1976
5198,1977
5199,1978
5201,1979
5202,1980
5203,1981
5206,1982
5208,1983
5209,1984
5211,1985
5216,1986
5220,1987
5223,1988
5226,1989
5228,1990
5233,1991
5236,1992
5239,1993
5240,1994
5244,1995
5245,1996
5247,1997
5248,1998
5249,1999
5251,2000
5252,2001
5266,2002
5274,2003
5275,2004
5277,2005
5281,2006
5283,2007
5284,2008
5294,2009
5299,2010
5300,2011
5304,2012
5308,2013
5309,2014
5311,2015
5315,2016
5319,2017
5323,2018
5328,2019
5329,2020
5330,2021
5331,2022
5336,2023
5345,2024
5348,2025
5352,2026
5353,2027
5355,2028
5356,2029
5362,2030
5363,2031
5366,2032
5367,2033
5370,2034
5378,2035
5383,2036
5388,2037
5389,2038
5399,2039
5406,2040
5416,2041
5420,2042
5422,2043
5426,2044
5428,2045
5435,2046
5439,2047
5441,2048
5443,2049
5445,2050
5446,2051
5449,2052
5458,2053
5464,2054
5466,2055
5470,2056
5472,2057
5473,2058
5475,2059
5479,2060
5483,2061
5484,2062
5485,2063
5488,2064
5491,2065
5496,2066
5501,2067
5504,2068
5505,2069
5512,2070
5515,2071
5516,2072
5518,2073
5519,2074
5522,2075
5524,2076
5525,2077
5527,2078
5528,2079
5529,2080
5532,2081
5533,2082
5539,2083
5545,2084
5548,2085
5549,2086
5550,2087
5551,2088
5552,2089
5553,2090
5559,2091
5560,2092
5561,2093
5562,2094
5569,2095
5570,2096
5571,2097
5573,2098
5574,2099
5576,2100
5577,2101
5578,2102
5579,2103
5582,2104
5585,2105
5586,2106
5589,2107
5595,2108
5597,2109
5602,2110
5604,2111
5610,2112
5616,2113
5617,2114
5619,2115
5620,2116
5625,2117
5634,2118
5639,2119
5640,2120
5643,2121
5646,2122
5649,2123
5650,2124
5651,2125
5652,2126
5658,2127
5660,2128
5662,2129
5664,2130
5665,2131
5667,2132
5671,2133
5676,2134
5689,2135
5690,2136
5691,2137
5694,2138
5696,2139
5697,2140
5699,2141
5700,2142
5701,2143
5706,2144
5708,2145
5710,2146
5712,2147
5713,2148
5721,2149
5722,2150
5724,2151
5728,2152
5733,2153
5734,2154
5735,2155
5736,2156
5737,2157
5741,2158
5744,2159
5748,2160
5754,2161
5760,2162
5762,2163
5763,2164
5771,2165
5772,2166
5773,2167
5783,2168
5785,2169
5787,2170
5788,2171
5789,2172
5790,2173
5794,2174
5795,2175
5803,2176
5804,2177
5809,2178
5812,2179
5813,2180
5815,2181
5818,2182
5819,2183
5820,2184
5823,2185
5826,2186
5827,2187
5828,2188
5831,2189
5832,2190
5834,2191
5835,2192
5836,2193
5839,2194
5841,2195
5842,2196
5843,2197
5844,2198
5845,2199
5847,2200
5849,2201
5856,2202
5857,2203
5862,2204
5863,2205
5865,2206
5868,2207
5870,2208
5873,2209
5874,2210
5878,2211
5879,2212
5880,2213
5883,2214
5888,2215
5890,2216
5891,2217
5894,2218
5896,2219
5897,2220
5900,2221
5901,2222
5907,2223
5912,2224
5921,2225
5928,2226
5930,2227
5932,2228
5935,2229
5936,2230
5937,2231
5938,2232
5939,2233
5941,2234
5942,2235
5943,2236
5944,2237
5946,2238
5947,2239
5951,2240
5952,2241
5955,2242
5957,2243
5959,2244
5964,2245
5965,2246
5966,2247
5970,2248
5971,2249
5972,2250
5973,2251
5976,2252
5977,2253
5981,2254
5983,2255
5984,2256
5988,2257
5989,2258
5992,2259
5993,2260
5994,2261
5996,2262
5999,2263
6005,2264
6006,2265
6007,2266
6010,2267
6019,2268
6021,2269
6026,2270
6028,2271
6029,2272
6030,2273
6031,2274
6032,2275
6033,2276
6037,2277
6039,2278
6045,2279
6051,2280
6056,2281
6061,2282
6062,2283
6065,2284
6066,2285
6067,2286
6068,2287
6069,2288
6071,2289
6074,2290
6075,2291
6076,2292
6078,2293
6079,2294
6081,2295
6084,2296
6086,2297
6089,2298
6096,2299
6098,2300
6099,2301
6100,2302
6104,2303
6108,2304
6110,2305
6112,2306
6114,2307
6116,2308
6123,2309
6126,2310
6127,2311
6128,2312
6129,2313
6130,2314
6131,2315
6133,2316
6136,2317
6137,2318
6139,2319
6143,2320
6160,2321
6173,2322
6175,2323
6176,2324
6179,2325
6180,2326
6184,2327
6186,2328
6187,2329
6188,2330
6193,2331
6194,2332
6204,2333
6205,2334
6206,2335
6207,2336
6208,2337
6209,2338
6211,2339
6213,2340
6217,2341
6218,2342
6219,2343
6220,2344
6223,2345
6231,2346
6232,2347
6234,2348
6235,2349
6243,2350
6245,2351
6246,2352
6249,2353
6252,2354
6254,2355
6260,2356
6261,2357
6264,2358
6267,2359
6269,2360
6270,2361
6275,2362
6278,2363
6279,2364
6280,2365
6282,2366
6284,2367
6288,2368
6292,2369
6306,2370
6307,2371
6308,2372
6313,2373
6314,2374
6315,2375
6317,2376
6318,2377
6319,2378
6321,2379
6325,2380
6326,2381
6327,2382
6328,2383
6329,2384
6333,2385
6336,2386
6337,2387
6341,2388
6343,2389
6346,2390
6348,2391
6351,2392
6352,2393
6353,2394
6358,2395
6359,2396
6361,2397
6365,2398
6366,2399
6367,2400
6369,2401
6371,2402
6381,2403
6382,2404
6384,2405
6385,2406
6394,2407
6395,2408
6396,2409
6399,2410
6400,2411
6401,2412
6402,2413
6404,2414
6406,2415
6407,2416
6415,2417
6418,2418
6422,2419
6423,2420
6424,2421
6425,2422
6428,2423
6431,2424
6434,2425
6440,2426
6441,2427
6442,2428
6446,2429
6449,2430
6456,2431
6463,2432
6466,2433
6467,2434
6474,2435
6475,2436
6482,2437
6483,2438
6484,2439
6485,2440
6487,2441
6488,2442
6490,2443
6491,2444
6492,2445
6496,2446
6497,2447
6498,2448
6500,2449
6505,2450
6507,2451
6511,2452
6512,2453
6513,2454
6515,2455
6520,2456
6521,2457
6523,2458
6527,2459
6531,2460
6538,2461
6539,2462
6544,2463
6545,2464
6546,2465
6549,2466
6550,2467
6553,2468
6554,2469
6556,2470
6561,2471
6562,2472
6564,2473
6575,2474
6578,2475
6582,2476
6587,2477
6593,2478
6597,2479
6599,2480
6600,2481
6604,2482
6605,2483
6609,2484
6614,2485
6617,2486
6618,2487
6619,2488
6624,2489
6625,2490
6626,2491
6628,2492
6631,2493
6632,2494
6637,2495
6643,2496
6645,2497
6646,2498
6648,2499
6650,2500
6656,2501
6657,2502
6658,2503
6667,2504
6668,2505
6669,2506
6671,2507
6674,2508
6677,2509
6687,2510
6688,2511
6691,2512
6692,2513
6694,2514
6697,2515
6701,2516
6704,2517
6708,2518
6709,2519
6712,2520
6714,2521
6715,2522
6717,2523
6719,2524
6721,2525
6723,2526
6724,2527
6727,2528
6736,2529
6742,2530
6750,2531
6753,2532
6754,2533
6758,2534
6762,2535
6763,2536
6766,2537
6770,2538
6772,2539
6777,2540
6778,2541
6780,2542
6785,2543
6795,2544
6797,2545
6798,2546
6799,2547
6801,2548
6802,2549
6804,2550
6805,2551
6807,2552
6818,2553
6819,2554
6821,2555
6822,2556
6825,2557
6832,2558
6839,2559
